point_id,lon,lat,highway,itinerary_id,osrm_travel_distance
320,78.5162888,17.3952065,residential,2,1139.6
193,78.5122571,17.3932379,residential,2,698.7
794,78.5135997,17.3917583,tertiary,2,497.5
521,78.5153119,17.391996900000002,tertiary,2,183.9
244,78.51560215,17.39004595,residential,2,410.3
903,78.51485485,17.39056785,residential,2,245.1
700,78.51318565,17.389491149999998,residential,2,379.2
578,78.51362645,17.387700549999998,residential,2,307.3
545,78.5125395,17.3861844,residential,2,446.4
326,78.5122828,17.385746949999998,residential,2,246.9
857,78.51679874999999,17.3847193,residential,2,784.4
682,78.5226461,17.38645215,residential,2,950.4
896,78.52612385,17.3874104,residential,2,627.5
826,78.52620595,17.387613549999998,residential,2,24.2
961,78.52580815,17.390683600000003,residential,2,418.3
155,78.5268262,17.39198755,residential,2,251.2
453,78.52479445,17.392683650000002,residential,2,300.4
483,78.52554325,17.39440625,residential,2,260.9
84,78.5274014,17.3935084,residential,2,313.0
648,78.5278694,17.39575775,residential,2,299.6
314,78.52170635,17.3924321,residential,2,1423.2
70,78.508261,17.39447685,residential,2,1950.0
625,78.50682825,17.39097915,residential,2,628.3
874,78.5053233,17.394840350000003,residential,2,874.9
779,78.4981843,17.3989374,residential,2,1947.9
96,78.49879849999999,17.3993182,residential,2,98.5
243,78.49724415,17.3999618,residential,2,276.5
361,78.4956686,17.403557749999997,residential,2,861.4
632,78.49474605,17.407736749999998,residential,2,1042.3
893,78.48642785000001,17.40593665,residential,2,1785.5
439,78.4858993,17.404114149999998,residential,2,480.2
925,78.48711065,17.390473049999997,residential,2,2105.8
991,78.48580605000001,17.389374150000002,tertiary,2,223.9
164,78.4866811,17.3870497,residential,2,422.0
964,78.48377669999999,17.38812115,residential,2,558.3
720,78.48565504999999,17.3871055,residential,2,520.8
92,78.4806751,17.390437249999998,residential,2,1063.4
786,78.47740544999999,17.39494985,residential,2,859.1
644,78.4763646,17.39602235,residential,2,302.8
360,78.47006515,17.391262150000003,secondary,2,1275.1
