lon,lat,highway,point_id,osrm_travel_distance,itinerary_id
77.0784651,28.59174495,residential,470,4900.2,34
77.0714338,28.59418575,residential,875,1614.8,34
77.0694354,28.59448705,residential,545,287.4,34
77.0600575,28.59431755,secondary,992,2127.3,34
77.0537266,28.59367855,residential,190,1215.8,34
77.05230714999999,28.6004535,residential,298,1740.9,34
77.06053365,28.60063955,residential,621,1154.3,34
77.05169415,28.5852231,residential,979,2501.0,35
77.06709910000001,28.581721,residential,818,2241.2,35
77.0704365,28.57809425,tertiary,783,926.4,35
77.06243955,28.5633785,secondary,886,2030.3,35
77.0630465,28.5594922,tertiary,735,471.4,35
77.05233480000001,28.54452185,residential,94,2735.0,35
77.052548,28.54049705,residential,563,472.4,35
77.04698295,28.5361473,residential,133,1007.9,35
77.04742095,28.53479915,residential,464,227.6,35
77.05272120000001,28.533854249999997,residential,26,1406.9,35
77.05254705,28.5343274,residential,173,107.6,35
77.05544965,28.5352272,residential,222,407.7,35
77.05759025,28.536422100000003,residential,805,305.4,35
77.05936905,28.53879315,residential,757,576.7,35
77.05613919999999,28.539551,residential,570,1320.8,35
77.0551799,28.5397308,residential,722,202.9,35
77.04937795000001,28.53141905,residential,615,1609.3,35
77.0461696,28.52623525,tertiary,977,957.5,35
77.06471765,28.51606505,residential,397,3744.9,36
77.08163305,28.52391385,residential,206,3847.4,36
77.0891302,28.52230155,residential,202,1101.0,36
77.09641690000001,28.52237435,residential,614,1207.6,36
77.099026,28.5213989,residential,20,416.5,36
77.08527335,28.5266168,secondary,231,1918.8,36
77.07436265,28.5399299,residential,970,3479.4,36
77.07762945,28.53467115,residential,98,1300.5,36
77.06447695,28.5445996,tertiary,800,3844.3,37
77.1230588,28.540375750000003,residential,898,7011.8,37
77.11126630000001,28.534954,secondary,963,1553.8,37
77.1228064,28.51235,residential,981,3961.8,37
77.12978435,28.51286675,residential,433,809.6,37
77.11302255000001,28.5062649,residential,267,2393.8,37
77.11786434999999,28.5027546,residential,941,1278.2,38
77.1059597,28.508452499999997,residential,296,2643.3,38
77.13352660000001,28.487766,residential,571,5924.5,38
77.131015,28.48765235,residential,311,1886.6,38
77.14239805,28.4992337,tertiary,47,2543.7,38
77.1591478,28.4958002,residential,379,2426.5,38
77.15650205,28.49230725,residential,733,1247.1,38
77.16487245,28.49421895,residential,813,1583.9,38
77.16580675,28.4950336,tertiary,139,152.6,38
