osm_id,name,ref,type,oneway,bridge,maxspeed,start_lat,start_long,end_lat,end_long,LENGTH_M,SEGMENT_PART,travel_distance,itinerary_id
652590882,Sion Bandra Link Road,,primary,1,0,,72.8515744,19.0473388,72.8518565,19.0468125,35.80069137419532,,35.80069137419532,7
22859121,Sion Bandra Link Road,,primary,1,0,,72.8518565,19.0468125,72.8514669,19.0472582,45.7195853206936,,45.7195853206936,7
22856005,Sion Bandra Link Road,,primary_link,1,0,,72.852217,19.0472229,72.85519074999999,19.0492691,500.0,1.0,337.4009202958727,7
229364090,,,footway,0,0,,72.8520357,19.0441297,72.8516595,19.0438113,43.114325460918224,,43.114325460918224,7
229364607,,,footway,0,0,,72.851881,19.0441136,72.8516998,19.0442391,20.564346663390573,,20.564346663390573,7
22856005,Sion Bandra Link Road,,primary_link,1,0,,72.85519074999999,19.0492691,72.85816449999999,19.0513153,500.0,2.0,337.3986770765791,7
229635633,,,footway,0,0,,72.8558765,19.0482552,72.8558832,19.0480474,6.851813030302621,,6.851813030302621,7
122166700,,,living_street,0,0,,72.8580334,19.0480617,72.8576387,19.0461257,77.1503242256185,,77.1503242256185,7
685941891,,,service,0,0,,72.858949,19.0481364,72.8595391,19.049959,88.7301762690056,,88.7301762690056,7
1075641607,Dharavi Depot Road,,primary,1,0,,72.8582396,19.0512406,72.8562234,19.0482175,245.11024334675088,,245.11024334675088,7
122166722,,,living_street,0,0,,72.8591608,19.041601,72.8571661,19.0429813,226.36666395142637,,226.36666395142637,7
122166649,,,footway,0,0,,72.8590973,19.0407723,72.8590725,19.0406697,4.348575239153567,,4.348575239153567,7
236391223,,,pedestrian,0,1,,72.8594201,19.0405821,72.8591501,19.0407581,30.57164150953788,,30.57164150953788,7
122166650,,,steps,0,0,,72.8595114,19.0405174,72.8594201,19.0405821,10.371145782544483,,10.371145782544483,7
228782630,,,footway,0,0,,72.8607756,19.0441149,72.8611899,19.0438412,46.93295827535105,,46.93295827535105,7
772144924,Road No 6,,tertiary,1,0,,72.8624056,19.0433346,72.8619942,19.0435706,46.39455494070547,,46.39455494070547,7
1311240313,LBS Marg,NH48,construction,1,0,,72.862885,19.0467201,72.8629197,19.04662,5.064031456645752,,5.064031456645752,7
151203933,,,footway,0,0,,72.8635262,19.0460706,72.8636013,19.0459978,8.684693105240472,,8.684693105240472,7
940632671,,,residential,0,0,,72.86369,19.0467321,72.8659953,19.0493053,269.84364063265883,,269.84364063265883,7
431515793,,,footway,0,1,,72.8638304,19.0454702,72.8637072,19.0454612,13.702388007587773,,13.702388007587773,7
1140776075,Sion Panvel Highway,NH48,primary,1,0,,72.8644135,19.0444178,72.8644611,19.0445258,6.3666248601527595,,6.3666248601527595,7
1140776076,Sion Bandra Link Road,,primary,1,0,,72.8644611,19.0445258,72.8646392,19.04432,20.920088407974536,,20.920088407974536,7
632206820,Sion Pedestrian Subway,,footway,0,0,,72.8645836,19.0441885,72.8644885,19.0445814,16.658687529886638,,16.658687529886638,7
1145007663,Chidambaram Marg,,construction,1,0,,72.86476,19.0441955,72.8646033,19.0442298,17.46044226050305,,17.46044226050305,7
22847770,Sion Circle Flyover,,trunk,1,1,40.0,72.8643751,19.0436051,72.8622229,19.040082,500.0,2.0,265.697622511467,7
611815136,,,footway,0,1,,72.8649841,19.0387119,72.865096,19.0386217,12.788790741871141,,12.788790741871141,7
1177226619,,,residential,0,0,,72.8658939,19.0372459,72.8659378,19.0372119,5.006914193364779,,5.006914193364779,7
686146420,,,residential,0,0,,72.8659378,19.0372119,72.8664491,19.0368521,58.062855485263036,,58.062855485263036,7
1191371350,,,residential,0,0,,72.866227,19.0374412,72.8665433,19.0382091,43.240824348132406,,43.240824348132406,7
663712846,,,residential,0,0,,72.8663985,19.0394893,72.8668239,19.0400485,50.7253690905805,,50.7253690905805,7
1324960828,Flank Road,,tertiary,1,0,,72.8670133,19.0396031,72.8671608,19.0397672,17.25966253619705,,17.25966253619705,7
1324960060,Flank Road,,tertiary,1,0,,72.8671608,19.0397672,72.8674731,19.039574,35.298125639980384,,35.298125639980384,7
289412563,,,secondary,1,0,,72.8683147,19.0367069,72.87115315,19.03674085,500.0,1.0,315.6231981792513,7
22847603,,,residential,0,0,,72.8670411,19.032017,72.86990904999999,19.0341921,500.0,1.0,326.7626648301845,7
215382514,,,residential,0,0,,72.8664207,19.0306822,72.8657384,19.0313936,79.366872638535,,79.366872638535,7
1123848581,,,secondary,0,0,,72.8662066,19.0264984,72.8663334,19.0264445,14.209643915731482,,14.209643915731482,7
1093900723,,,service,0,0,,72.8670674,19.0234792,72.8678238,19.0233897,84.15892053282475,,84.15892053282475,7
215382459,,,service,0,0,,72.8679746,19.0247943,72.8660796,19.0251291,210.99959273727862,,210.99959273727862,7
235867423,,,residential,0,0,,72.8691513,19.0216396,72.8694547,19.0236116,72.86846397006173,,72.86846397006173,7
991858411,,,residential,0,0,,72.8704004,19.0219049,72.8704691,19.0223648,16.888457512064086,,16.888457512064086,7
1219454060,,,residential,0,0,,72.8710889,19.0255736,72.8694953,19.0257612,177.3067198044398,,177.3067198044398,7
152253295,,,residential,0,0,,72.8712443,19.0255203,72.8695789,19.021596,225.41385455989834,,225.41385455989834,7
1190102953,,,residential,0,0,,72.8709333,19.026518,72.8709145,19.0260572,15.235172969014041,,15.235172969014041,7
1303402799,,,residential,0,0,,72.8701621,19.0276913,72.8702331,19.0281207,16.12777598277964,,16.12777598277964,7
788865906,,,residential,0,0,,72.8696336,19.0272543,72.8698275,19.0259437,48.03532381837231,,48.03532381837231,7
1303402800,,,residential,0,0,,72.8696093,19.0268584,72.8699959,19.0259035,53.16080478784037,,53.16080478784037,7
788833283,,,residential,0,0,,72.869798,19.0316931,72.8701719,19.0316344,41.620208868765225,,41.620208868765225,7
788867187,,,residential,0,0,,72.8715876,19.0297513,72.8715192,19.0293392,15.491305171892225,,15.491305171892225,7
788922247,,,residential,0,0,,72.8725022,19.0264549,72.8730883,19.0282577,87.9342299488483,,87.9342299488483,7
1285482175,,,primary,1,0,,72.87393,19.0185385,72.8732331,19.0177751,81.42382457152644,,81.42382457152644,7
1075139506,Mahul Road,,tertiary,1,0,,72.8721099,19.0158181,72.872152,19.0159333,6.012192792453068,,6.012192792453068,7
1285482174,Mahul Road,,tertiary,1,0,,72.87116524999999,19.0142781,72.86909739999999,19.010781099999996,500.0,2.0,256.8796857634124,7
1241023247,Barkat Ali Dargah Road,,secondary,0,0,,72.8661568,19.0221143,72.866017,19.0223352,17.146836997934493,,17.146836997934493,7
133402377,,,residential,0,0,,72.866017,19.0223352,72.8636932,19.0222672,258.4043735986343,,258.4043735986343,7
215382506,,,service,0,0,,72.8652105,19.0293295,72.8658422,19.0278431,85.46945363706598,,85.46945363706598,7
611839303,,,tertiary,1,0,,72.8628518,19.0343845,72.8621538,19.033679,80.9832645734238,,80.9832645734238,7
1303407171,Road No 32,,residential,0,0,,72.8632268,19.037553,72.8613383,19.0351443,224.33300588538793,,224.33300588538793,7
313412176,,,service,0,0,,72.8614174,19.0508054,72.8623733,19.0506508,106.411874002618,,106.411874002618,7
1177214580,,,secondary_link,0,0,,72.8664725,19.0501056,72.8663978,19.0501387,8.376733246511177,,8.376733246511177,7
1177214581,,,secondary,1,0,,72.8673172,19.0517777,72.8664725,19.0501056,108.73028558501407,,108.73028558501407,8
909382848,Sion Circle Flyover,,trunk,1,1,,72.8683748,19.0483634,72.8665273,19.0471282,209.3791040182746,,209.3791040182746,8
431512596,,,footway,0,0,,72.8678915,19.0465185,72.8681289,19.0466731,26.87900276597282,,26.87900276597282,8
431512597,,,footway,0,0,,72.8675683,19.0451962,72.867343,19.0449518,26.30025233537951,,26.30025233537951,8
431512592,Road No 29,,residential,0,0,,72.8678433,19.0447596,72.8688584,19.0470585,135.6853665344034,,135.6853665344034,8
1190576301,,,service,0,0,,72.8693814,19.0507332,72.86953,19.0506133,16.98380723951216,,16.98380723951216,8
1190576300,,,residential,0,0,,72.8702594,19.050031,72.8707906,19.0494799,61.76276235310557,,61.76276235310557,8
